Collector	Date	Well	Strain	Media	Hours	Experiment	Drop	Notes	BODIPY	Cells/mL	FSC	SSC	Geomean	Harmean	CoV	CoVlog	Skew	Kurtosis
Sam Coradetti	20161125	C06	APA 4815	Nicaud CN120	40	Lipid Accumulation			261.644658676	408.602608351	2334.45909615	200.727311119	199.856093444	123.731454771	0.716022555066	0.153660777626	-1.01425172703	2.25485254996
Sam Coradetti	20161125	C07	APA 4817	Nicaud CN120	40	Lipid Accumulation			102.653576534	390.095102029	1550.33508223	190.572335244	74.3395714256	44.8737859964	0.801785877261	0.205103510135	-0.790252418859	1.06735965939
Sam Coradetti	20161125	C08	APA 4821	Nicaud CN120	40	Lipid Accumulation			77.270945357	144.071894277	1912.96502138	217.88466517	41.5143139998	24.0575033044	1.5740152003	0.29271082655	0.170568362149	-0.199627990084
Sam Coradetti	20161201	A01	APA 4140	Nicaud CN120	40	Lipid Accumulation			213.667570307	337.422759898	1861.0687653	200.787004559	167.39322212	113.093538818	0.70119782528	0.14807417414	-0.866999969123	2.00668647838
Sam Coradetti	20161201	A02	APA 9116	Nicaud CN120	40	Lipid Accumulation			112.352806947	328.49623272	1571.6155521	203.088400449	66.5318179787	32.6857678328	1.08885062534	0.265970889963	-0.474738984157	-0.00529707386606
Sam Coradetti	20161201	A03	APA 9119	Nicaud CN120	40	Lipid Accumulation			320.374582022	272.079203734	2629.84903716	259.47082528	259.246675674	197.528213468	0.706058743588	0.120646466166	-0.422827465284	1.5235591949
Sam Coradetti	20161201	A04	APA 9122	Nicaud CN120	40	Lipid Accumulation			307.141566469	401.917553984	2336.37331515	226.397842356	245.504757285	157.109101534	0.640911889648	0.136157989777	-1.26530197586	3.64909636323
Sam Coradetti	20161201	A05	APA 9146	Nicaud CN120	40	Lipid Accumulation			45.6588544913	117.866940752	1787.44097597	223.859856158	33.34484353	24.0669266657	0.864016468735	0.230019430413	-0.0671907651702	-0.320756332605
Sam Coradetti	20161201	A06	APA 9148	Nicaud CN120	40	Lipid Accumulation			300.318878815	350.795152917	2121.2977702	211.623280662	236.316444258	161.871311486	0.68373372597	0.137660756655	-0.844192722683	1.72339429416
Sam Coradetti	20161201	A07	APA 9150	Nicaud CN120	40	Lipid Accumulation			303.442311672	401.252009486	2310.51310712	225.745999806	240.804523514	154.635242162	0.668794093367	0.137890389409	-1.20193208948	3.45440909931
Sam Coradetti	20161201	A08	APA 9152	Nicaud CN120	40	Lipid Accumulation			186.018730929	345.576315075	1760.2878145	205.864498812	141.478457537	91.5789918316	0.748537683539	0.162717150151	-0.833512677171	1.65738850766
Sam Coradetti	20161201	B01	APA 4140	Nicaud CN120	40	Lipid Accumulation			210.308873989	369.599961008	1769.62021042	182.126769165	158.345519259	100.461119837	0.778020115157	0.161375877399	-0.820044203988	1.8126813383
Sam Coradetti	20161201	B02	APA 9116	Nicaud CN120	40	Lipid Accumulation			103.651912866	295.208930207	1693.21681347	211.220949998	63.8709004473	35.1972888884	1.04838193894	0.253258296656	-0.341234111069	-0.267368144633
Sam Coradetti	20161201	B03	APA 9119	Nicaud CN120	40	Lipid Accumulation			355.06164511	264.76056507	2733.98897809	241.928071708	287.943776365	224.459975559	0.704134420818	0.116884755762	-0.29995149803	0.95699360015
Sam Coradetti	20161201	B04	APA 9122	Nicaud CN120	40	Lipid Accumulation			288.567438939	371.507109788	2180.98563529	214.239463023	228.5672183	154.18729902	0.675786276983	0.137106876711	-0.958141831736	2.49117344732
Sam Coradetti	20161201	B05	APA 9146	Nicaud CN120	40	Lipid Accumulation			48.3870507849	113.560007042	1813.67134813	210.621368548	35.0803829698	25.0934632564	0.890213956252	0.229585537155	-0.0816897811613	-0.309335580118
Sam Coradetti	20161201	B06	APA 9148	Nicaud CN120	40	Lipid Accumulation			268.887736101	361.161949269	1917.10787847	190.02145031	202.833834628	128.015510934	0.746319953427	0.154758289751	-0.850855484019	1.64218618209
Sam Coradetti	20161201	B07	APA 9150	Nicaud CN120	40	Lipid Accumulation			279.116761519	378.322336959	2092.72784291	199.935381809	218.06592255	143.347778363	0.700942757338	0.142611385866	-0.962737319919	2.45547026543
Sam Coradetti	20161201	B08	APA 9152	Nicaud CN120	40	Lipid Accumulation			203.166482972	334.572896106	1782.99330856	190.527501214	153.55575246	95.8479474161	0.756954783482	0.1627870006	-0.910527153935	2.05787582724
Sam Coradetti	20161201	C01	APA 4140	Nicaud CN120	40	Lipid Accumulation			168.307113022	301.203130868	1682.77701362	190.601480666	131.227129131	93.1026275551	0.730376932069	0.153478168161	-0.613495843429	1.15847710128
Sam Coradetti	20161201	C02	APA 9116	Nicaud CN120	40	Lipid Accumulation			102.879522006	302.965023525	1590.78906822	200.467581657	63.2269595256	34.7651711238	1.07268432228	0.254481586732	-0.344296233464	-0.270037250153
Sam Coradetti	20161201	C03	APA 9119	Nicaud CN120	40	Lipid Accumulation			349.701979314	279.91787603	2614.35346698	225.381992634	283.317177552	212.252871538	0.704741871931	0.118802275139	-0.487769713649	1.98810953682
Sam Coradetti	20161201	C04	APA 9122	Nicaud CN120	40	Lipid Accumulation			256.477248837	338.365125396	1889.42034975	188.273450003	204.13640449	145.299972166	0.68529803327	0.13575260474	-0.742352795276	1.79940465146
Sam Coradetti	20161201	C05	APA 9146	Nicaud CN120	40	Lipid Accumulation			44.8604912089	93.7174338444	1746.23647036	218.680571381	32.0791991811	23.0621223188	0.941311296672	0.23686597447	0.0312397515369	-0.272426935065
Sam Coradetti	20161201	C06	APA 9148	Nicaud CN120	40	Lipid Accumulation			264.435944714	337.359510916	1801.52535004	165.461456934	208.710524508	149.164184718	0.694586139304	0.137835531849	-0.686177525276	1.18538430391
Sam Coradetti	20161201	C07	APA 9150	Nicaud CN120	40	Lipid Accumulation			301.858709145	358.191412634	2022.92692333	169.206568306	245.946787692	167.51213037	0.646008515016	0.126400634427	-1.11222222189	4.16712548012
Sam Coradetti	20161201	C08	APA 9152	Nicaud CN120	40	Lipid Accumulation			207.892289143	289.090608018	1831.1552902	194.713542571	167.678707798	124.437486799	0.687204236143	0.134679274711	-0.620304055325	1.65755887147
Sam Coradetti	20161204	A01	APA 4140	Nicaud CN120	40	Lipid Accumulation			168.033179752	335.602005676	1664.69976201	215.913692623	126.613286976	81.3199759151	0.761455153309	0.169308750848	-0.81360342081	1.4906924109
Sam Coradetti	20161204	A02	APA 9154	Nicaud CN120	40	Lipid Accumulation			180.070321751	260.915594073	2000.38522808	295.776456518	129.663852468	84.1666149001	0.863878272469	0.176092618505	-0.476300096098	0.616187555041
Sam Coradetti	20161204	A03	APA 9156	Nicaud CN120	40	Lipid Accumulation			211.69321851	343.786195968	1971.53131264	216.474330981	168.3418411	120.406915957	0.689215230738	0.141931894899	-0.766907137218	1.46742696502
Sam Coradetti	20161204	A04	APA 9160	Nicaud CN120	40	Lipid Accumulation			251.735146566	358.568223791	2328.06320901	285.192932982	202.099591364	146.324650219	0.646513215029	0.134839909208	-0.783650064642	1.32888353059
Sam Coradetti	20161204	A05	APA 9163	Nicaud CN120	40	Lipid Accumulation			273.531677636	371.466264017	2171.35465538	227.987440105	214.477631245	144.095362734	0.683737297309	0.142203512336	-0.918161067521	1.91329592285
Sam Coradetti	20161204	A06	APA 9167	Nicaud CN120	40	Lipid Accumulation			273.959993251	416.929897251	2388.73612933	265.514285857	204.12784967	117.477846908	0.737894277951	0.161904334511	-1.07036809409	2.30752920712
Sam Coradetti	20161204	A07	APA 9173	Nicaud CN120	40	Lipid Accumulation			169.72047888	346.51294805	1817.41631094	244.551200214	124.341037543	74.4476570711	0.80202768145	0.17991990347	-0.861470982414	1.56720205203
Sam Coradetti	20161204	A08	APA 9174	Nicaud CN120	40	Lipid Accumulation			64.1999695689	320.10003339	1422.69056551	174.212307301	42.4075253241	26.3204998203	0.970753196895	0.254483781118	-0.234571077432	-0.264820071949
Sam Coradetti	20161204	B01	APA 4140	Nicaud CN120	40	Lipid Accumulation			198.516031203	352.591432662	1782.77434216	204.308957138	152.124350545	98.9102764642	0.729004449528	0.158244416219	-0.863815326355	1.87173858218
Sam Coradetti	20161204	B02	APA 9154	Nicaud CN120	40	Lipid Accumulation			205.289157618	282.178378203	2153.4142041	277.481306306	151.554677641	100.466289969	0.821141613312	0.164207108097	-0.527784808983	0.896152579196
Sam Coradetti	20161204	B03	APA 9156	Nicaud CN120	40	Lipid Accumulation			210.339922348	322.006273027	1975.58203426	208.125966096	162.913433294	110.205749503	0.739197148625	0.150327395677	-0.747250866948	1.85542610565
Sam Coradetti	20161204	B04	APA 9160	Nicaud CN120	40	Lipid Accumulation			283.232863667	354.235491023	2398.70939735	282.29239935	232.027339832	174.352612072	0.632363051325	0.123341496138	-0.700103041233	1.54519383637
Sam Coradetti	20161204	B05	APA 9163	Nicaud CN120	40	Lipid Accumulation			290.224051318	358.093767227	1998.41176819	207.589987244	231.87345333	169.875449927	0.664254332998	0.131458863384	-0.656474954905	0.954863877309
Sam Coradetti	20161204	B06	APA 9167	Nicaud CN120	40	Lipid Accumulation			263.849477837	369.692820949	2003.83253172	207.264012903	201.849231137	124.754898007	0.732824964422	0.152393935444	-1.03799137528	2.5730588136
Sam Coradetti	20161204	B07	APA 9173	Nicaud CN120	40	Lipid Accumulation			185.370883087	371.232077288	1852.13003416	243.825446334	136.575709044	86.9852381398	0.816346930466	0.171151959704	-0.684007832196	1.17368034019
Sam Coradetti	20161204	B08	APA 9174	Nicaud CN120	40	Lipid Accumulation			68.7977875169	291.762675077	1404.50249014	179.637821056	47.7225108318	31.5933617144	0.907761252135	0.230134728489	-0.211334036048	-0.264470047703
Sam Coradetti	20161204	C01	APA 4140	Nicaud CN120	40	Lipid Accumulation			209.06875632	361.032223607	1744.2433067	201.707107031	162.867615276	113.027212035	0.718580258863	0.148624895135	-0.705062815235	1.41941858978
Sam Coradetti	20161204	C02	APA 9154	Nicaud CN120	40	Lipid Accumulation			230.701010153	275.182238761	2110.71038542	263.691997007	171.105273542	116.232678749	0.804354586402	0.158451041671	-0.447258656862	0.533122229103
Sam Coradetti	20161204	C03	APA 9156	Nicaud CN120	40	Lipid Accumulation			247.669265822	348.136197673	2025.50676485	192.720285141	195.931090268	136.769460781	0.696115609431	0.139217979466	-0.78676951494	1.95201808625
Sam Coradetti	20161204	C04	APA 9160	Nicaud CN120	40	Lipid Accumulation			249.190609179	353.629795443	2427.25780894	274.425384414	189.097091442	114.672455345	0.704780130239	0.15892764348	-1.05858982835	2.08835152674
Sam Coradetti	20161204	C05	APA 9163	Nicaud CN120	40	Lipid Accumulation			312.542521719	418.375023682	2278.75700944	194.075050253	236.356725053	139.97994668	0.70187763666	0.154137470272	-1.1025437579	2.27271436392
Sam Coradetti	20161204	C06	APA 9167	Nicaud CN120	40	Lipid Accumulation			373.064741598	383.574707112	2612.51191379	201.597708011	276.507399289	160.2359267	0.783220890714	0.151575115332	-0.969142413494	2.49155159301
Sam Coradetti	20161204	C07	APA 9173	Nicaud CN120	40	Lipid Accumulation			196.853756667	341.409043787	1833.34280242	198.149039681	143.621355681	85.3809880876	0.816481877041	0.17499947621	-0.84957233621	1.7451467085
Sam Coradetti	20161204	C08	APA 9174	Nicaud CN120	40	Lipid Accumulation			71.5198537102	383.241746753	1330.17165339	171.787932675	46.000333712	25.4610643603	0.956743401891	0.266639935758	-0.484413930063	-0.0257377039579
Sam Coradetti	20170113	A01	APA 4140	Nicaud CN120	40	Lipid Accumulation			87.4938129638	266.760136632	1735.27202257	243.960801397	66.259473146	47.5952987236	0.799866871709	0.185060433475	-0.351236313397	0.254328418773
Sam Coradetti	20170113	A02	APA 4819	Nicaud CN120	40	Lipid Accumulation			299.403963189	31.142544185	2783.87022731	430.465365483	207.051695023	91.3210244183	0.870080306437	0.180310363876	-1.19160618875	3.96397743259
Sam Coradetti	20170113	A03	APA 4823	Nicaud CN120	40	Lipid Accumulation			322.622815917	87.3329764022	3463.59448211	681.867917648	240.003049807	156.946441813	0.999842260901	0.140167518979	-0.394073492858	3.42780463036
Sam Coradetti	20170113	A04	APA 4825	Nicaud CN120	40	Lipid Accumulation	TRUE	Contamination	208.224677802	404.412598552	2142.79009929	211.652099362	167.851879141	117.140995302	0.63952683855	0.139568939353	-0.969278949194	2.59453886057
Sam Coradetti	20170113	A05	APA 4826	Nicaud CN120	40	Lipid Accumulation			86.1945517997	184.630085673	1953.11674864	300.087105736	69.0431028448	52.2024009118	0.71250684265	0.16476299536	-0.515439049064	0.786198398041
Sam Coradetti	20170113	A06	APA 4828	Nicaud CN120	40	Lipid Accumulation			83.6481400188	185.864870743	1839.12776533	306.35716608	65.2111307571	47.7280064434	0.7576582167	0.176736871859	-0.461238524856	0.639367004866
Sam Coradetti	20170113	B01	APA 4140	Nicaud CN120	40	Lipid Accumulation			94.8734538523	270.932972165	1757.95987338	232.188286327	69.7044648436	47.7286768894	0.839438569862	0.193892327863	-0.394283166308	0.319154286479
Sam Coradetti	20170113	B02	APA 4819	Nicaud CN120	40	Lipid Accumulation			324.193115841	29.3734240216	2670.49914863	416.411734548	217.63182787	86.4599027644	0.886732017042	0.189380856768	-1.26449158754	3.71489352896
Sam Coradetti	20170113	B03	APA 4823	Nicaud CN120	40	Lipid Accumulation			351.523246463	90.0774648307	3618.7817937	650.587334126	255.637727501	165.273743268	1.01535452362	0.143213361178	-0.300926920293	2.89364526406
Sam Coradetti	20170113	B04	APA 4825	Nicaud CN120	40	Lipid Accumulation			25.3771511742	256.703736775	1257.8358147	196.505917331	14.9030705514	10.1335835218	1.45328223042	0.356097835963	0.557253136327	-0.0391776734916
Sam Coradetti	20170113	B05	APA 4826	Nicaud CN120	40	Lipid Accumulation			114.661761332	242.506403838	1787.17883066	255.364428272	90.4732655162	68.0094701607	0.736563815836	0.158810265417	-0.395753151981	0.488560681469
Sam Coradetti	20170113	B06	APA 4828	Nicaud CN120	40	Lipid Accumulation			104.104238686	207.00283997	1911.32254642	290.455948675	82.2914318071	60.7226831886	0.727439424508	0.163462603721	-0.529820509828	0.842877785245
Sam Coradetti	20170113	C01	APA 4140	Nicaud CN120	40	Lipid Accumulation			101.885686672	335.236481984	1691.73724157	217.990823181	72.5405672395	46.4283437055	0.896714574945	0.203661032105	-0.486076931299	0.58510459054
Sam Coradetti	20170113	C02	APA 4819	Nicaud CN120	40	Lipid Accumulation			343.986641312	29.3040917721	2659.06061751	395.890831203	224.06869778	80.0080239604	0.902495328813	0.199382823672	-1.32748179363	3.44977250363
Sam Coradetti	20170113	C03	APA 4823	Nicaud CN120	40	Lipid Accumulation			481.71912277	123.837571802	3656.95565819	542.652877957	381.318356599	246.675737189	0.841707382949	0.117027002136	-0.750200279207	6.18635374228
Sam Coradetti	20170113	C04	APA 4825	Nicaud CN120	40	Lipid Accumulation			20.6711086502	255.919057953	1302.26071354	199.76343499	11.7819442546	8.31098805716	1.64089163078	0.383462612815	0.834622727738	0.428729588697
Sam Coradetti	20170113	C05	APA 4826	Nicaud CN120	40	Lipid Accumulation			89.3223577195	171.539225917	1942.66666332	300.380392824	71.0003180732	53.6108020587	0.799312529343	0.163399076607	-0.432900591309	1.26268236579
Sam Coradetti	20170113	C06	APA 4828	Nicaud CN120	40	Lipid Accumulation			93.3685478518	206.90490362	1971.30654147	301.57530077	72.9839050494	53.6073169697	0.808823837965	0.170099843379	-0.477333579305	0.961065415083
Sam Coradetti	20170120	A01	APA 4140	Nicaud CN120	40	Lipid Accumulation			344.250026264	431.531870474	3048.6023272	341.328830782	271.129372562	173.959368263	0.639403112087	0.138105848539	-1.12503947427	2.56426238532
Sam Coradetti	20170120	A02	APA 4819	Nicaud CN120	40	Lipid Accumulation			301.377860767	30.3295007134	2595.58474673	371.809654265	175.575172642	57.5124728566	0.951242458372	0.24309868517	-1.110936764	1.06752959756
