Collector	Date	Well	Strain	Media	Hours	Experiment	Drop	Notes	BODIPY	Cells/mL	FSC	SSC	Geomean	Harmean	CoV	CoVlog	Skew	Kurtosis
Sam Coradetti	20170120	A03	APA 4823	Nicaud CN120	40	Lipid Accumulation			286.159660877	116.412751896	3443.74489089	809.01334611	222.417214052	156.961786187	0.939714817329	0.130652879277	-0.365640594856	3.61479444845
Sam Coradetti	20170120	A04	APA 4825	Nicaud CN120	40	Lipid Accumulation			27.1040464793	349.658794495	1290.28053686	233.376672599	15.5649924717	10.2284635921	1.47882482858	0.36187234535	0.465593725874	-0.104823180649
Sam Coradetti	20170120	A05	APA 4826	Nicaud CN120	40	Lipid Accumulation			89.0123134157	229.710752257	2038.50159112	324.552154963	68.588012142	50.2866077569	1.02502140497	0.175846152581	-0.384033786638	0.658635759458
Sam Coradetti	20170120	A06	APA 4828	Nicaud CN120	40	Lipid Accumulation			94.4321048994	205.660447538	2059.71148257	351.892631119	73.3029537889	53.3352056876	0.773458578502	0.172858981013	-0.4648740291	0.833353027189
Sam Coradetti	20170120	B01	APA 4140	Nicaud CN120	40	Lipid Accumulation			98.4997873683	363.240311474	1900.3023522	269.354896974	69.2073588893	41.5632181971	0.868920833559	0.214626919815	-0.638084667949	0.771587631245
Sam Coradetti	20170120	B02	APA 4819	Nicaud CN120	40	Lipid Accumulation			323.621547544	35.9566655957	2527.20027494	379.013897544	163.820916159	47.1585869323	1.03085448003	0.279634824689	-0.896334054792	0.0492470018243
Sam Coradetti	20170120	B03	APA 4823	Nicaud CN120	40	Lipid Accumulation			265.585786612	98.4092361924	3491.66816152	814.194101735	198.022091517	134.019431445	0.977673117352	0.143584622815	-0.264290596041	2.96254014662
Sam Coradetti	20170120	B04	APA 4825	Nicaud CN120	40	Lipid Accumulation			29.9122987465	321.097850433	1376.97318576	227.598167488	16.5594174956	10.8839088667	1.61867489616	0.35869858354	0.566783475129	0.0469320877235
Sam Coradetti	20170120	B05	APA 4826	Nicaud CN120	40	Lipid Accumulation			87.2995810918	165.307501751	2172.04161115	353.68080514	69.9375727713	53.8784314699	0.760165989688	0.159991652435	-0.347393426399	1.17008882265
Sam Coradetti	20170120	B06	APA 4828	Nicaud CN120	40	Lipid Accumulation			92.3588366629	206.365372802	1929.35999045	323.10662273	71.7824045924	53.1134995526	0.789076187765	0.17141396429	-0.366381451497	0.704842039399
Sam Coradetti	20170120	C01	APA 4140	Nicaud CN120	40	Lipid Accumulation			102.823366965	309.320301508	1831.44669349	272.89026523	75.0957390398	52.423765253	0.89928632586	0.188518799862	-0.258751848831	0.342951331349
Sam Coradetti	20170120	C02	APA 4819	Nicaud CN120	40	Lipid Accumulation			339.734227347	35.2690777804	2467.28545476	356.910457927	176.79287721	50.4292466276	1.00752268386	0.270780195917	-0.968969946281	0.303271901179
Sam Coradetti	20170120	C03	APA 4823	Nicaud CN120	40	Lipid Accumulation			370.896342451	124.811906087	3576.30627606	769.81786473	289.717929816	186.820516011	0.880783463152	0.126164814166	-0.711156278234	5.5196624381
Sam Coradetti	20170120	C04	APA 4825	Nicaud CN120	40	Lipid Accumulation			39.1992501625	351.281548688	1343.83233436	192.557675935	24.0206364477	14.7151915149	1.14167967726	0.316268232688	-0.00195300531733	-0.381273072506
Sam Coradetti	20170120	C05	APA 4826	Nicaud CN120	40	Lipid Accumulation			92.6154161238	208.607228711	1958.1683995	331.328376914	71.5823154073	53.093975462	0.838639011218	0.171953723327	-0.312760466297	0.710628162569
Sam Coradetti	20170120	C06	APA 4828	Nicaud CN120	40	Lipid Accumulation			94.9570334265	211.39740504	1974.09372662	318.078181303	73.3081218858	54.6104859133	0.841170133225	0.170423288207	-0.270688938108	0.756330958713
Sam Coradetti	20170127	A01	APA 4140	Nicaud CN120	40	Lipid Accumulation			164.392401743	327.125024767	2112.52156682	287.026212731	131.627001504	98.7846743143	0.6986379556	0.143783771953	-0.543401667179	0.82835031519
Sam Coradetti	20170127	A02	APA 9116	Nicaud CN120	40	Lipid Accumulation			80.7508520642	312.041433164	1807.0006089	256.036034588	48.2539169886	25.5391327705	1.11056830021	0.280050291948	-0.344514828437	-0.211762918246
Sam Coradetti	20170127	A03	APA 9119	Nicaud CN120	40	Lipid Accumulation			222.510446083	246.093839532	2786.08757438	347.517560539	178.643444471	134.425201024	0.717266227544	0.131732536494	-0.417946267676	1.50893024525
Sam Coradetti	20170127	A04	APA 9122	Nicaud CN120	40	Lipid Accumulation			252.302152595	396.797198079	2373.2152383	288.710028931	205.762329187	147.775378707	0.641731660323	0.129418157551	-0.938777807993	2.73641318889
Sam Coradetti	20170127	A05	APA 9176	Nicaud CN120	40	Lipid Accumulation			218.272941446	303.728736518	2249.54652989	286.577315874	174.203305779	130.525569852	0.713104051442	0.13633414034	-0.52473115177	0.959040009578
Sam Coradetti	20170127	A06	APA 9177	Nicaud CN120	40	Lipid Accumulation			151.016520838	346.007185243	1920.98363097	241.607956561	121.553770797	91.2779546291	0.689758576167	0.144527054241	-0.588538830409	1.12444286735
Sam Coradetti	20170127	A07	APA 4829	Nicaud CN120	40	Lipid Accumulation			109.557637842	335.019294738	1462.2381282	255.504982159	85.7810550578	59.4997988072	0.710792657162	0.170748937971	-0.830692635466	1.2997015671
Sam Coradetti	20170127	A08	APA 4830	Nicaud CN120	40	Lipid Accumulation			168.551311031	355.038576092	2026.80965615	262.810255837	131.014268701	90.2275042831	0.731934385216	0.156232845093	-0.739265884852	1.53017592678
Sam Coradetti	20170127	A09	APA 4832	Nicaud CN120	40	Lipid Accumulation			58.4533221258	224.179663889	1695.87940821	260.900718928	45.4883635306	33.8433690101	0.817815959965	0.191695084952	-0.375567070838	0.486183210044
Sam Coradetti	20170127	A10	APA 4834	Nicaud CN120	40	Lipid Accumulation			61.9695390737	142.583347275	2032.62120476	333.472355149	45.8859614251	32.4677772196	0.908686633504	0.207680536609	-0.290046574809	0.506344566424
Sam Coradetti	20170127	B01	APA 4140	Nicaud CN120	40	Lipid Accumulation			169.413395939	346.601211703	2030.54224298	259.203397783	130.286411231	87.0180057156	0.73011169816	0.161255212346	-0.796329321562	1.545108747
Sam Coradetti	20170127	B02	APA 9116	Nicaud CN120	40	Lipid Accumulation			108.158500248	332.290390763	1878.67484924	263.231702639	68.647616172	37.2016464717	0.993915648509	0.243648521082	-0.468929584605	0.132904075828
Sam Coradetti	20170127	B03	APA 9119	Nicaud CN120	40	Lipid Accumulation			270.695350003	247.71249699	2848.7724709	349.11392672	222.082775543	171.940325722	0.696750204104	0.118830005877	-0.370952921511	1.94542857388
Sam Coradetti	20170127	B04	APA 9122	Nicaud CN120	40	Lipid Accumulation			243.324945484	409.619549569	2365.88830856	293.13737187	193.226085249	133.743100491	0.770242548719	0.138611982286	-0.890176242501	2.486639649
Sam Coradetti	20170127	B05	APA 9176	Nicaud CN120	40	Lipid Accumulation			399.275188551	374.333999728	2840.99699249	351.177059981	294.942854278	179.248061374	0.741527130917	0.153446364728	-0.871702617192	0.794105689907
Sam Coradetti	20170127	B06	APA 9177	Nicaud CN120	40	Lipid Accumulation			149.444232255	321.816383094	1991.11830904	245.330490972	122.384856935	95.4222187685	0.659020844024	0.137422029224	-0.498999631527	0.761060426265
Sam Coradetti	20170127	B07	APA 4829	Nicaud CN120	40	Lipid Accumulation			128.356897721	339.2149277	1548.80076198	262.442143307	101.342925946	73.8039993947	0.698106901328	0.158955978491	-0.63304696579	0.680819207591
Sam Coradetti	20170127	B08	APA 4830	Nicaud CN120	40	Lipid Accumulation			295.150250171	410.801801519	2592.62868479	283.89424333	239.841805839	165.171313035	0.618286601886	0.129923941873	-1.14439267985	3.09146904643
Sam Coradetti	20170127	B09	APA 4832	Nicaud CN120	40	Lipid Accumulation			112.066389287	312.458169997	1880.51454571	251.377757126	91.5319638393	70.7546414416	0.663008450841	0.147532124378	-0.523316995298	0.896123446523
Sam Coradetti	20170127	B10	APA 4834	Nicaud CN120	40	Lipid Accumulation			225.390343714	271.665511114	2333.12496212	317.246396256	184.55535875	138.543372867	0.700326364266	0.12752380791	-0.703824761086	2.17294461413
Sam Coradetti	20170127	C01	APA 4140	Nicaud CN120	40	Lipid Accumulation			150.816154448	340.445700946	1829.16804175	255.788106499	112.975293383	74.3363734615	0.778610041113	0.173285516601	-0.678617733458	1.00768252045
Sam Coradetti	20170127	C02	APA 9116	Nicaud CN120	40	Lipid Accumulation			88.3359593532	327.044827192	1773.04399667	247.885512803	55.4571554346	31.827358432	1.04070281042	0.255717911688	-0.305646204714	-0.374212072144
Sam Coradetti	20170127	C03	APA 9119	Nicaud CN120	40	Lipid Accumulation			253.390573998	234.09198187	2786.66578526	350.306709952	204.095615915	156.466938036	0.716435578906	0.126869130429	-0.346691556375	1.15193349358
Sam Coradetti	20170127	C04	APA 9122	Nicaud CN120	40	Lipid Accumulation			233.039831512	378.346486301	2229.34871566	276.31819848	184.59296127	128.275869168	0.702937070821	0.140742465568	-0.828575640564	2.12296585715
Sam Coradetti	20170127	C05	APA 9176	Nicaud CN120	40	Lipid Accumulation			200.037158081	313.194898212	2126.86436015	287.602982782	154.067902708	109.283298035	0.776737550821	0.150299644697	-0.49889020307	1.01974697856
Sam Coradetti	20170127	C06	APA 9177	Nicaud CN120	40	Lipid Accumulation			175.027377188	315.43007844	2045.09752972	249.386397185	145.325651941	114.667214437	0.646538169663	0.127388683866	-0.52015395115	1.30363287256
Sam Coradetti	20170127	C07	APA 4829	Nicaud CN120	40	Lipid Accumulation			124.951989283	314.051423993	1594.48235419	257.787338684	103.789356954	79.7162595248	0.59581307816	0.141122879512	-0.803315296139	1.30436266881
Sam Coradetti	20170127	C08	APA 4830	Nicaud CN120	40	Lipid Accumulation			168.565509331	352.570157553	1861.20479289	254.747468405	130.216098193	91.1035242853	0.743805438838	0.156882231132	-0.613269588682	1.07972371795
Sam Coradetti	20170127	C09	APA 4832	Nicaud CN120	40	Lipid Accumulation			66.9673737575	245.382742621	1766.08406056	252.868911857	52.0487452304	39.5424136598	0.84278377493	0.182296634117	-0.200704536014	0.346317195632
Sam Coradetti	20170127	C10	APA 4834	Nicaud CN120	40	Lipid Accumulation			239.863454049	299.237163654	2134.79528281	308.0470672	200.996610118	160.992840725	0.664713052618	0.116642390243	-0.565931166695	1.3072383176
Sam Coradetti	20170217	A01	APA 4140	Nicaud CN120	40	Lipid Accumulation			106.66628041	252.931696577	1829.70358934	262.595616525	79.2877623159	55.0439983931	0.84949995822	0.183807642303	-0.398935942407	0.471450998737
Sam Coradetti	20170217	A02	APA 9148	Nicaud CN120	40	Lipid Accumulation			149.080789329	235.43899453	1991.69098849	280.953946748	114.046748199	80.1191898462	0.764476915736	0.163846609003	-0.540960763771	0.626736744207
Sam Coradetti	20170217	A03	APA 9160	Nicaud CN120	40	Lipid Accumulation			122.942835602	222.045447154	2195.78005483	284.100108544	93.8754113599	65.405954589	0.776694034615	0.171245215643	-0.558060793338	0.859370706113
Sam Coradetti	20170217	A04	APA 9168	Nicaud CN120	40	Lipid Accumulation			170.486495045	278.723062204	2158.61680908	268.232439587	145.367106956	119.179236142	0.581717197484	0.117657281338	-0.495038658569	1.23345278767
Sam Coradetti	20170217	A05	APA 9174	Nicaud CN120	40	Lipid Accumulation			39.193214381	215.468210172	1625.1126378	213.392504647	27.4198338659	18.823725679	1.04491535348	0.259401347608	-0.122421676383	-0.107830694373
Sam Coradetti	20170217	A06	APA 4814	Nicaud CN120	40	Lipid Accumulation			60.1689412303	124.657887942	2246.57715084	282.218959338	37.7288324008	24.1685534688	1.33917272704	0.263236574409	0.0283010926252	-0.0216258021677
Sam Coradetti	20170217	A07	APA 4829	Nicaud CN120	40	Lipid Accumulation			104.442634824	247.127894444	1569.29127074	247.267997102	82.5061536936	59.4934979481	0.744974490092	0.16677700356	-0.704665388155	0.90518287244
Sam Coradetti	20170217	A08	APA 4830	Nicaud CN120	40	Lipid Accumulation			111.97281794	230.29103671	1868.22895117	272.714472389	83.7037539473	59.0595184085	0.841750927999	0.179143255274	-0.36155491229	0.359229392812
Sam Coradetti	20170217	A09	APA 4832	Nicaud CN120	40	Lipid Accumulation			53.7735112604	121.661525682	2004.4121062	291.473220202	40.0763333368	28.2887452261	0.8903027796	0.214241843792	-0.357989957111	0.615749170613
Sam Coradetti	20170217	A10	APA 4834	Nicaud CN120	40	Lipid Accumulation			81.9765270241	116.488496398	2119.1739991	312.434861798	55.8840627156	35.9317572182	1.09199479586	0.222995229669	-0.271614661736	0.429114231978
Sam Coradetti	20170217	B01	APA 4140	Nicaud CN120	40	Lipid Accumulation			154.203313148	342.616030256	2021.45866979	262.994084894	120.348334116	86.406188477	0.7168533176	0.15642846212	-0.587866884385	0.700795305111
Sam Coradetti	20170217	B02	APA 9148	Nicaud CN120	40	Lipid Accumulation			183.279763552	268.1951097	2184.12394192	283.570635004	143.784593103	103.590223793	0.716663581609	0.148364931416	-0.567921831492	0.963126536711
Sam Coradetti	20170217	B03	APA 9160	Nicaud CN120	40	Lipid Accumulation			136.382209697	252.076486756	2272.19126991	292.542168082	102.258961115	71.0343499647	0.826657528974	0.172469205973	-0.466520275819	0.509357931585
Sam Coradetti	20170217	B04	APA 9168	Nicaud CN120	40	Lipid Accumulation			165.282522007	306.389974007	2073.50502418	234.683510619	134.787606631	102.529866114	0.686036930952	0.137199994274	-0.63170596765	1.35823329333
Sam Coradetti	20170217	B05	APA 9174	Nicaud CN120	40	Lipid Accumulation			49.6071967279	276.273477293	1486.97719576	184.608195711	36.0768767829	25.4088750973	0.870111338502	0.229250358394	-0.192915545714	-0.166067869582
Sam Coradetti	20170217	B06	APA 4814	Nicaud CN120	40	Lipid Accumulation			67.2120698103	136.035247727	2068.90830649	231.719108671	37.8759314015	23.2318167494	1.56287201509	0.284183528391	0.217478736704	-0.034141173535
Sam Coradetti	20170217	B07	APA 4829	Nicaud CN120	40	Lipid Accumulation			124.190252779	376.253132072	1462.22357207	213.425321371	100.062488672	72.1103565025	0.64620414729	0.155515593925	-0.892530274835	1.48784430282
Sam Coradetti	20170217	B08	APA 4830	Nicaud CN120	40	Lipid Accumulation			117.550546402	292.472857114	1792.81016858	238.475075801	84.9028229203	56.3481409685	0.884365270713	0.190756622078	-0.423221556689	0.447940674171
Sam Coradetti	20170217	B09	APA 4832	Nicaud CN120	40	Lipid Accumulation			97.959637318	322.193885734	1627.637687	207.440908539	76.5609090589	54.0519315281	0.722462032755	0.173624569941	-0.693139051152	1.04286681146
Sam Coradetti	20170217	B10	APA 4834	Nicaud CN120	40	Lipid Accumulation			99.6510014205	176.41966822	2072.42158727	279.16454267	69.7193713206	46.8513425771	1.06481384211	0.20287145976	-0.216385522201	0.316270474263
Sam Coradetti	20170217	C01	APA 4140	Nicaud CN120	40	Lipid Accumulation			165.704003455	346.956304815	1798.31062786	208.329971675	123.861881684	81.4195604709	0.89438981758	0.168753264798	-0.67471932223	1.34581710505
Sam Coradetti	20170217	C02	APA 9148	Nicaud CN120	40	Lipid Accumulation	TRUE	Contamination	452.39453774	345.597696155	2729.43136927	300.086310327	351.940279094	243.249140653	0.667877873816	0.131205997847	-0.684430772021	0.659914375832
Sam Coradetti	20170217	C03	APA 9160	Nicaud CN120	40	Lipid Accumulation			162.356700864	250.663009528	2253.59984801	274.906011136	127.228159596	92.6160888989	0.739761449481	0.151940928885	-0.540110187491	0.781535457102
Sam Coradetti	20170217	C04	APA 9168	Nicaud CN120	40	Lipid Accumulation			178.428216452	264.447631021	2031.27722302	204.120652703	146.810749366	112.935798723	0.678718751774	0.131467083686	-0.645528960361	1.61763204715
Sam Coradetti	20170217	C05	APA 9174	Nicaud CN120	40	Lipid Accumulation			56.0600797268	309.949260975	1438.09058524	164.583069291	40.2601489955	27.9371809991	0.896232367533	0.226920319441	-0.189764514578	-0.170480307898
Sam Coradetti	20170217	C06	APA 4814	Nicaud CN120	40	Lipid Accumulation			65.5821419778	152.819207215	1919.83482276	207.216593882	35.7654289909	21.9884781569	1.66558301098	0.291801110399	0.314005287056	0.0708732388053
Sam Coradetti	20170217	C07	APA 4829	Nicaud CN120	40	Lipid Accumulation			130.712571491	327.78445998	1437.12700054	195.562102739	106.655627386	79.9923336344	0.646945137061	0.14606153998	-0.758088035367	1.43024158003
Sam Coradetti	20170217	C08	APA 4830	Nicaud CN120	40	Lipid Accumulation			140.21374067	320.745744149	1636.00637747	184.682518614	101.048788103	58.0362949106	0.803778153919	0.19527780878	-0.913373137159	1.46706016156
Sam Coradetti	20170217	C09	APA 4832	Nicaud CN120	40	Lipid Accumulation	TRUE	Contamination	355.740348213	424.666571266	2725.59607212	216.352760944	272.087120949	153.674935054	0.711593147021	0.148488922668	-1.27886508972	3.36526282079
Sam Coradetti	20170217	C10	APA 4834	Nicaud CN120	40	Lipid Accumulation			99.484994582	173.544531247	1910.76206993	254.375746835	66.9884362104	42.909441377	1.06485260094	0.21677343976	-0.21439078768	0.21613713933
Sam Coradetti	20170325	A01	APA 4140	Nicaud CN120	40	Lipid Accumulation			211.211433316	432.941227151	2861.232181	258.365982927	166.12243929	106.83300023	0.662245258242	0.15004259269	-1.07183207922	2.82561845223
Sam Coradetti	20170325	A02	APA 4814	Nicaud CN120	40	Lipid Accumulation			43.2121866874	174.021161995	1954.86076882	231.087108423	26.4119134708	16.9584559588	1.24053572289	0.302163524139	0.160003506551	-0.642676989727
Sam Coradetti	20170325	A03	APA 4821	Nicaud CN120	40	Lipid Accumulation			51.2300566516	179.9058545	2224.41629729	272.847658985	32.1935420668	20.2188375782	1.30141792737	0.280542382703	-0.0552845945303	-0.319672564951
Sam Coradetti	20170325	A04	APA 4825	Nicaud CN120	40	Lipid Accumulation			32.6526713438	325.287626802	1466.97388751	178.979913346	21.2982150205	13.904670493	1.07984226299	0.305242827841	-9.14424041173e-05	-0.288726102457
Sam Coradetti	20170325	A05	APA 4844	Nicaud CN120	40	Lipid Accumulation			139.608383807	266.199802265	2170.3659484	325.723464552	104.540949282	76.7892262049	0.893700518093	0.164549618494	-0.109392537003	0.405846086099
Sam Coradetti	20170325	A06	APA 4846	Nicaud CN120	40	Lipid Accumulation			821.994777707	102.360292759	5252.56823664	1137.05258965	620.515246774	243.165668885	0.880627259699	0.129114077635	-1.75102064916	10.0277642193
Sam Coradetti	20170325	A07	APA 9154	Nicaud CN120	40	Lipid Accumulation			380.33330773	318.948514716	3196.67089553	353.306379383	289.11559124	193.67397312	0.674820534536	0.144391273684	-0.734809562481	0.189040507378
Sam Coradetti	20170325	A08	APA 9148	Nicaud CN120	40	Lipid Accumulation			188.511323534	371.042345642	2423.3655907	316.814116069	144.908258568	101.239797517	0.744072775447	0.155005359403	-0.582868630886	0.878391747821
Sam Coradetti	20170325	A09	APA 9163	Nicaud CN120	40	Lipid Accumulation			317.530725479	418.158108626	3154.90910798	286.244661174	254.575879753	175.1935924	0.631731886844	0.131715064515	-0.984330175469	2.30511085614
Sam Coradetti	20170325	A10	APA 9167	Nicaud CN120	40	Lipid Accumulation			356.476866496	376.330590591	3168.19417055	331.482108134	260.044578629	163.32422942	0.758834886132	0.155948269282	-0.655818081827	0.550999059563
Sam Coradetti	20170325	B01	APA 4140	Nicaud CN120	40	Lipid Accumulation			302.398667561	429.118773946	3215.77019233	336.379881047	229.931251264	142.733376539	0.692424556215	0.151294020618	-0.945344028293	1.74538002534
Sam Coradetti	20170325	B02	APA 4814	Nicaud CN120	40	Lipid Accumulation			52.4195630062	157.633996125	2262.2623683	267.627140261	29.4963008944	19.1819471683	1.77116848097	0.293031643559	0.440448351273	0.310770148608
Sam Coradetti	20170325	B03	APA 4821	Nicaud CN120	40	Lipid Accumulation			59.8125461824	162.5785976	2011.78186677	264.384337837	33.5862381356	20.2139168397	1.38110439548	0.306072228239	0.184885702818	-0.807745553333
Sam Coradetti	20170325	B04	APA 4825	Nicaud CN120	40	Lipid Accumulation			199.892720376	397.380763537	2640.1401772	309.0430592	160.630585363	120.833146253	0.65834794366	0.137449052243	-0.530965609153	0.725868016009
Sam Coradetti	20170325	B05	APA 4844	Nicaud CN120	40	Lipid Accumulation			149.96276142	233.913400744	2295.63206236	347.493308075	110.036834421	77.4969081291	0.935498236426	0.168853201947	-0.184470526617	0.826209964262
Sam Coradetti	20170325	B06	APA 4846	Nicaud CN120	40	Lipid Accumulation			883.885545278	123.3742555	5260.78122836	1087.91885965	678.689213735	322.46269842	0.849008193012	0.119536968403	-1.36390761532	8.51225801937
Sam Coradetti	20170325	B07	APA 9154	Nicaud CN120	40	Lipid Accumulation			183.805665302	359.264888766	2296.13105434	258.496367142	137.362799168	86.3625162625	0.767981998145	0.169842649078	-0.835813497034	1.43885105898
Sam Coradetti	20170325	B08	APA 9148	Nicaud CN120	40	Lipid Accumulation			194.130542722	367.540833776	2341.18608796	308.525918353	144.405725788	97.4454978355	0.787955607378	0.164599251376	-0.515305118888	0.504591816287
Sam Coradetti	20170325	B09	APA 9163	Nicaud CN120	40	Lipid Accumulation			182.32710568	386.708656331	2316.3237963	231.287387005	132.812808694	76.6745025157	0.837361483211	0.181359534841	-0.949182150639	1.66129189895
Sam Coradetti	20170325	B10	APA 9167	Nicaud CN120	40	Lipid Accumulation			219.920587433	379.442588337	2700.40450658	264.378624987	167.032385441	106.860560991	0.900725169476	0.155775571705	-0.880068220168	2.43819700243
Sam Coradetti	20170325	C01	APA 4140	Nicaud CN120	40	Lipid Accumulation			308.872925875	429.008803139	3039.03281072	302.165485819	246.912794705	175.613356659	0.649908860523	0.131129545334	-0.784208326015	1.56810023286
Sam Coradetti	20170325	C02	APA 4814	Nicaud CN120	40	Lipid Accumulation			61.8653727439	136.742239899	2292.93093347	290.525587268	36.5535466439	22.1847719602	1.41323841289	0.284139810922	0.0406066706638	-0.275736191132
Sam Coradetti	20170325	C03	APA 4821	Nicaud CN120	40	Lipid Accumulation			54.5581947598	140.202450964	2173.75706253	243.749350131	28.5857971217	18.3009366757	1.71298667856	0.310840551738	0.590298064844	0.175985726517
Sam Coradetti	20170325	C04	APA 4825	Nicaud CN120	40	Lipid Accumulation			84.8450011122	410.72545791	1707.9211556	185.425987162	64.821451606	41.9577613129	0.734215590249	0.19361586826	-0.918469145578	1.62093654007
Sam Coradetti	20170325	C05	APA 4844	Nicaud CN120	40	Lipid Accumulation			155.151018564	246.475946446	2188.09627966	329.42912647	115.710137599	83.1021566555	0.901520059612	0.163227352098	-0.195034678876	0.666607036993
Sam Coradetti	20170325	C06	APA 4846	Nicaud CN120	40	Lipid Accumulation			850.90766609	108.221470871	5112.55436598	1069.78885458	646.352241046	265.938272498	0.881352324817	0.125055187966	-1.64262194836	10.0599033839
Sam Coradetti	20170325	C07	APA 9154	Nicaud CN120	40	Lipid Accumulation			231.751475156	366.668887556	2333.38631165	243.731087066	185.624816576	136.447129102	0.680668049884	0.135588490677	-0.64744969077	1.15459144408
Sam Coradetti	20170325	C08	APA 9148	Nicaud CN120	40	Lipid Accumulation			323.141575378	384.377478315	3157.73142481	333.220046445	252.190171572	168.578009865	0.826992688239	0.136415839874	-0.878613399354	2.62415192527
Sam Coradetti	20170325	C09	APA 9163	Nicaud CN120	40	Lipid Accumulation			237.987298677	415.175098646	2544.03552852	209.239645219	185.351318278	111.515473462	0.660010672852	0.15401253947	-1.29214420431	3.15347561269
Sam Coradetti	20170325	C10	APA 9167	Nicaud CN120	40	Lipid Accumulation			201.100572148	391.04077005	2193.04377432	227.555867062	155.382795031	104.467497781	0.786059446037	0.153264937481	-0.795732961118	1.78324080647
Sam Coradetti	20170331	A01	APA 4140	Nicaud CN120	40	Lipid Accumulation			139.626812745	351.662843249	1706.25172462	209.955191683	108.053052228	72.9164661776	0.762078635164	0.166458327024	-0.838777836853	1.42146277418
Sam Coradetti	20170331	A02	APA 4826	Nicaud CN120	40	Lipid Accumulation			103.245222408	259.78396912	1748.16164987	265.044076332	79.8389489684	56.9243660964	0.742219446363	0.173343293837	-0.538946823137	0.680913120759
Sam Coradetti	20170331	A03	APA 4834	Nicaud CN120	40	Lipid Accumulation			87.6616389629	227.441577094	1787.96689935	281.514442917	63.6244197427	44.2456625307	0.922470503583	0.198121256214	-0.240928571892	0.175851988474
Sam Coradetti	20170331	A04	APA 4844	Nicaud CN120	40	Lipid Accumulation			147.525386511	240.863995853	1842.92235379	306.894967534	107.240163569	73.525110328	0.959151880752	0.174462166988	-0.286655947675	0.80496753524
Sam Coradetti	20170331	A05	APA 4846	Nicaud CN120	40	Lipid Accumulation			824.153464702	98.5741831394	4479.63565845	871.594544014	604.170518556	213.776096791	0.87123681174	0.141520943195	-1.82931868298	8.2690197504
Sam Coradetti	20170331	A06	APA 4848	Nicaud CN120	40	Lipid Accumulation			854.212431178	76.6404729751	4561.7628903	936.768916463	545.387973773	136.647523795	1.18340462243	0.175421253435	-1.71220508334	6.06376358208
Sam Coradetti	20170331	A07	APA 9160	Nicaud CN120	40	Lipid Accumulation			335.136309277	427.92031437	2689.02239737	287.665336021	261.643383658	168.97841905	0.655928804629	0.140447012246	-1.00566846946	2.0447924787
Sam Coradetti	20170331	A08	APA 9168	Nicaud CN120	40	Lipid Accumulation			153.191467891	258.903400265	1944.95375405	260.884285896	121.072220378	86.9582888378	0.731360504292	0.15198596791	-0.67549006751	1.3990414018
Sam Coradetti	20170331	B01	APA 4140	Nicaud CN120	40	Lipid Accumulation			137.081340804	348.931240573	1672.34057812	231.947499745	98.2779173532	59.2737327567	0.858193284519	0.1932618354	-0.728912887134	1.13041692838
Sam Coradetti	20170331	B02	APA 4826	Nicaud CN120	40	Lipid Accumulation			115.734450061	250.323226776	1785.76276637	275.578805917	89.8478888874	64.6521806664	0.755343746975	0.166527560622	-0.519251649113	0.793992202077
Sam Coradetti	20170331	B03	APA 4834	Nicaud CN120	40	Lipid Accumulation			94.8839128659	186.133744654	1900.86432151	296.717454901	64.2705633144	41.8258185041	1.10463375791	0.215581807398	-0.180216135112	0.275348068673
Sam Coradetti	20170331	B04	APA 4844	Nicaud CN120	40	Lipid Accumulation			157.451928448	243.516761543	1866.23605568	292.414510499	114.17359923	78.9471185446	0.976511059626	0.17084976654	-0.207428261577	0.901719873054
Sam Coradetti	20170331	B05	APA 4846	Nicaud CN120	40	Lipid Accumulation			812.344944274	81.6205724824	4593.80449289	874.396687466	566.090140867	139.983580389	0.903298894885	0.165413613207	-2.20074343699	8.17552002578
Sam Coradetti	20170331	B06	APA 4848	Nicaud CN120	40	Lipid Accumulation			744.704676743	70.2798683425	4351.930792	827.153498233	506.964354308	143.047581234	0.984363461836	0.166264132551	-1.80948856054	6.71275929981
Sam Coradetti	20170331	B07	APA 9160	Nicaud CN120	40	Lipid Accumulation			178.274635709	336.92801945	1965.62339038	257.798602521	136.799813737	92.4094746557	0.736330492858	0.159803435504	-0.739800229615	1.24786522188
Sam Coradetti	20170331	B08	APA 9168	Nicaud CN120	40	Lipid Accumulation			163.871040894	274.249935016	1884.55963944	230.692229079	136.182579815	102.229070386	0.627613233804	0.132091899108	-0.870508256567	2.81593174481
Sam Coradetti	20170331	C01	APA 4140	Nicaud CN120	40	Lipid Accumulation			148.556933865	333.610815481	1711.3922689	216.628060087	110.210760896	71.1310383988	0.799099809984	0.176923344511	-0.681001832617	1.13202627285
Sam Coradetti	20170331	C02	APA 4826	Nicaud CN120	40	Lipid Accumulation			147.911729993	302.729307162	1713.69859029	236.386585153	112.966238761	76.6443095008	0.756660368103	0.166747962848	-0.681579353677	1.11542634171
Sam Coradetti	20170331	C03	APA 4834	Nicaud CN120	40	Lipid Accumulation			94.9475592562	184.545821406	1805.33707467	279.487730784	66.534329086	44.3733762853	0.995427736821	0.205649906012	-0.231733085645	0.355970080864
